sample_id,y0,y1
1813660,5.761073154256511,5.908742187059532
3399518,1.093761767241165,1.119015011043032
1231827,0.6031349062527657,0.6295918715808612
560587,1.3484080811565962,1.3743679178400312
1032994,1.574423883758822,1.6027859071699908
237945,1.5845600859070144,1.6092399546252807
1074035,6.7436236800401375,6.902892033751911
3918502,1.4062210900367516,1.4338916374775377
832046,1.2126443585412197,1.2382996935935653
2460856,1.2022460093785046,1.2277440798209116
2679033,0.8637130412634535,0.8892660142995039
1455217,0.18351626289631107,0.2096628954132137
1716059,1.8015068019625875,1.8251286280970673
1194386,1.2906187870625032,1.319168428446632
1587404,1.154844057783446,1.1811502894646697
3129882,1.2428890409878997,1.2709796713944375
2477848,1.0395274957834117,1.0667614349668704
1308807,1.1664336546652097,1.1943603090144457
3066480,1.8976347116359116,1.924253170401225
1943195,0.39497335984193815,0.41558971673999523
2921546,1.263831067978095,1.2928520121367806
2742098,0.9689248880707383,0.9959965148818418
1157363,6.635857052747386,6.783526085550406
320246,1.0338001224251376,1.0608717492362412
2999913,0.9948054579911153,1.0214239167564287
708341,1.3150551531784644,1.341673611943778
820106,1.4904467220688116,1.5165992303591314
601676,0.7467666975107636,0.772319670546814
2625577,1.8116244258777103,1.8431425419726817
2704222,0.9054660409718398,0.9304594681155185
2760769,1.6099116861593799,1.6374718311040675
2689529,0.6764236105988536,0.7011034793171199
1807106,6.604893452085341,6.752562484888362
411285,0.7515571968184225,0.778628823629526
638427,0.7770505785879422,0.8041222053990458
1012796,1.0515590596500914,1.078016024978187
523765,0.6414857983838,0.6679427637118955
2279121,1.246346847049424,1.2758914855384935
259437,1.4918046211410125,1.5173575941770627
3033737,1.232185518322345,1.256575899076129
1400821,1.3558630691766496,1.382320034504745
666246,0.3102973735510849,0.33769031187511145
1092391,6.501634732084799,6.6493037648878195
2427627,1.3352507376301004,1.3617077029581959
936779,0.9572874761111092,0.9819673448293755
3444050,1.1345061119404185,1.161577738751522
2735384,1.2804328957785114,1.3076697679233331
1978200,0.743350216783818,0.7684505338612599
906859,0.6600472533913202,0.6864473738264789
2891666,1.0031455903223607,1.0241510821162534
3748478,0.5734589499498786,0.5969158980026714
3398024,0.5413274056804303,0.5682998508087203
2192545,1.7021980881556749,1.7317844679306855
2662517,1.2277000324729586,1.253253005509009
1556499,1.260874222952858,1.2882671612768846
715731,0.6894612532607267,0.7159182185888222
3283363,0.7952024837029021,0.8228609927043837
2185567,1.1521160337441356,1.1787344925094492
1878832,6.147207404480353,6.294876437283373
3785955,0.9857652491419704,1.0141272725531392
1155199,6.22210129015999,6.3749944378728225
1719177,0.7048622246554472,0.7299418189390154
3282743,0.965356052624361,0.9909090256604114
3200591,1.1638021930687759,1.1902591583968714
3521647,1.9510756775076092,1.9766286505436597
218652,0.8777324551570929,0.9067533993157784
3900217,1.879220440627433,1.9060986632940358
2106255,0.714535159200647,0.7406817917175497
2760059,6.530453155718387,6.689721509430161
3445783,0.9756003151690118,1.0022187739343253
2476957,1.957048415763521,1.9844413540875476
3302363,0.921141283914507,0.9487014288591946
208761,1.7535511446366274,1.7802646065158587
3194617,1.4054383225426745,1.4301181912609406
2509617,1.2668993011730292,1.2970482041629512
690889,1.01032674056139,1.0370402024406211
932690,0.939992792351698,0.9652460361535649
2572932,1.4208313300247435,1.4503759685138131
2529667,1.14978568172487,1.177792202403706
1108800,6.6427966248582235,6.791057201350533
2779143,1.056579072857622,1.0822880213578108
245996,0.4927866189471134,0.5198582457582169
2837332,1.2042534898461057,1.2298064628821561
3036318,0.7618662185363854,0.7883231838644809
698304,0.5004161827671499,0.5259691558032004
3242701,0.7029346458912915,0.7292408775725152
3067030,1.653230863064794,1.689797614227831
1129635,7.064955200822566,7.234655964358802
259412,0.8570444570425939,0.8835014223706894
3757467,0.49889745115930884,0.5265754631756353
238513,1.073656732648166,1.0992097056842165
442771,0.6896477315175553,0.7170406698415819
3346099,1.782178548309345,1.807833883361691
1017445,0.7135348567832386,0.7427329449176364
1452618,0.31607867186090877,0.3416316448969592
835642,1.221980030742643,1.2490516575537465
3197555,0.9377643988260242,0.9651573371500508
2268211,0.9941185543971574,1.021352493580616
3665386,1.0456979470263177,1.0732580919710053
237688,0.9423344756604936,0.9684811081773962
2928012,1.580843160782749,1.6063961338187993
3077021,1.466948926658982,1.4935673854242955
317318,1.445795449219093,1.4728670760301965
3732007,1.0152664812658843,1.0419799431451153
2015552,1.1905557014245851,1.2167023339414877
3306573,0.3208250449461122,0.3458978754301002
3335054,1.3782331559616539,1.4097512720566252
1151664,6.380332324805356,6.5377325052278445
2585556,0.8600457503598296,0.8880750951607663
909798,1.118223753966957,1.1446807192950526
3950687,0.8086124272523373,0.8379778192544846
2571574,1.0495404727441164,1.0744327485712937
2629943,0.20020335709758563,0.2275962954216122
3148877,0.810611967844125,0.8372304266094386
