sample_id,y0,y1
3144227,29.815098642146125,29.680458227781486
1245948,30.287884521093343,30.153244106728703
3930682,30.632779173810164,30.498138759445524
2194643,30.437622637484342,30.302982223119702
2670787,30.89713998414122,30.76249956977658
1630950,30.131780755469205,29.997140341104565
1205646,29.447109421822784,29.312469007458144
3047159,30.403986340371524,30.269345926006885
2261989,30.274079543142633,30.139439128777994
2229904,30.358553964415073,30.223913550050433
2485518,29.935921444836662,29.801281030472023
1363334,29.21642796433277,29.08178754996813
629070,29.418325781560146,29.283685367195506
3205975,29.98980312086002,29.85516270649538
310171,30.600946858104738,30.4663064437401
2570196,30.017645710743928,29.883005296379288
1011252,30.122436084140087,29.987795669775448
2608190,29.784842487569495,29.650202073204856
2218384,30.377275047700774,30.242634633336134
3660026,30.514348189445297,30.379707775080657
1987609,30.61663817268728,30.481997758322642
2853384,31.42105616652751,31.28641575216287
599711,29.048109240165832,28.913468825801193
2504644,30.54751079599196,30.41287038162732
2996752,30.40230693020313,30.267666515838492
3663238,30.22668194396775,30.09204152960311
3221865,30.392627571174536,30.257987156809897
2567736,30.410360399308644,30.275719984944004
1698687,30.361970827043738,30.2273304126791
3740306,29.525429765011655,29.390789350647015
687840,29.95158343279915,29.81694301843451
393651,30.66176410934714,30.5271236949825
2209896,30.146066824273134,30.011426409908495
3664472,30.266530791608027,30.131890377243387
1870760,30.41201255849523,30.27737214413059
2463005,29.376420708938365,29.241780294573726
3007505,30.235372868931364,30.100732454566725
2025471,31.18885903583918,31.05421862147454
2158575,30.194330879422964,30.059690465058324
3087847,30.22357834151824,30.0889379271536
1209319,30.396765549456333,30.262125135091694
2040506,29.345752421784727,29.211112007420088
1137753,31.448421367422416,31.313780953057776
2213769,30.227906430752242,30.093266016387602
2490480,30.23959612801202,30.10495571364738
380763,29.902253489501764,29.767613075137124
2839362,30.114476531539133,29.979836117174493
1093339,30.569505651732328,30.43486523736769
3672543,29.524594466044295,29.389954051679656
3344500,30.598954908883243,30.464314494518604
1044634,31.01522398315358,30.88058356878894
2723686,29.304732342674484,29.170091928309844
1010844,30.45695707396435,30.32231665959971
2283671,30.024174834350408,29.889534419985768
2530312,30.141364063879294,30.006723649514655
3755249,30.690639173245735,30.555998758881096
219273,29.736440201142386,29.601799786777747
1236181,30.26845405787857,30.133813643513932
1257454,30.411605956160297,30.276965541795658
3366992,29.829556002260468,29.694915587895828
2513381,31.063653902775584,30.929013488410945
3759852,30.436430825576103,30.301790411211464
3019474,30.372882861525024,30.238242447160385
280164,29.474822036286803,29.340181621922163
423504,30.415765728958387,30.281125314593748
3411839,29.873864285906233,29.739223871541594
1834349,30.24027338332839,30.10563296896375
2728175,29.623253094929492,29.488612680564852
2456609,30.165580915740264,30.030940501375625
2514473,30.284219907131387,30.149579492766748
3064776,30.45552165694507,30.32088124258043
1546175,30.765653547552304,30.631013133187665
3744849,30.18398073430398,30.04934031993934
3376930,29.41072876027139,29.27608834590675
1137023,30.604381010836416,30.469740596471777
3031633,30.322759823942906,30.188119409578267
1402247,30.24545493980924,30.1108145254446
3308638,29.670800202887985,29.536159788523346
1753030,30.603393850970274,30.468753436605635
1615222,31.039303211362586,30.904662796997947
800608,30.197937082886465,30.063296668521826
2822531,30.16809325159912,30.03345283723448
3482052,29.066964489830852,28.932324075466212
3951726,30.160047455211245,30.025407040846606
959522,30.243685556620665,30.109045142256026
510978,29.393452167847702,29.258811753483062
3327738,30.504293321768245,30.369652907403605
1939811,30.258386777293747,30.123746362929108
1544882,30.061458283037553,29.926817868672913
436844,30.59621829162928,30.46157787726464
2560603,30.72152827644808,30.58688786208344
3107673,29.946557289762,29.811916875397362
2064626,30.208930816293293,30.074290401928653
2011047,27.952668021208726,27.818027606844087
2434744,29.68501811354295,29.55037769917831
2540652,30.585349907403604,30.450709493038964
390009,29.56694528936755,29.43230487500291
1083136,31.193400822940042,31.058760408575402
2994775,30.683194483876736,30.548554069512093
1693870,30.361968302773892,30.227327888409253
2471425,30.305518717483633,30.170878303118993
1934157,31.59861802542668,31.46397761106204
1082125,30.274756674977723,30.140116260613084
1316220,30.13080241262853,29.99616199826389
343630,30.354551390010585,30.219910975645945
1432369,30.216794117834933,30.082153703470293
2448326,30.493040664135233,30.358400249770593
2280634,30.873860951454933,30.739220537090294
3389571,29.21623174017988,29.08159132581524
1023973,29.395945726007962,29.261305311643323
1078188,29.91937864614843,29.78473823178379
3042841,30.244284938028944,30.109644523664304
1434221,29.985508808743678,29.850868394379038
1605115,29.94970213076299,29.81506171639835
2187360,30.15523427899747,30.02059386463283
1828208,30.471507251181983,30.33686683681734
3381108,30.129623112462703,29.994982698098063
1370956,30.402594923685356,30.267954509320717
1410736,30.246538636627605,30.111898222262965
1061519,30.04845840487302,29.91381799050838
3847890,30.249153010508742,30.114512596144102
966607,29.933240635044836,29.798600220680196
232411,27.883798327044257,27.749157912679618
1142770,29.929823288123252,29.795182873758613
3661182,29.79120898490686,29.65656857054222
759946,29.49112056273245,29.35648014836781
1230201,30.229983803466183,30.095343389101544
3080479,30.09464682261288,29.96000640824824
253044,29.66031174845535,29.525671334090706
2063250,30.561544037939477,30.426903623574834
2226220,30.05926104560004,29.9246206312354
1151895,30.918003347464808,30.783362933100168
899450,29.300737378656212,29.166096964291572
3138938,29.491712767118976,29.357072352754336
1252015,30.424190263652388,30.28954984928775
361866,30.133355665619238,29.9987152512546
2425526,29.674003950861405,29.539363536496765
887780,29.857411857352044,29.722771442987405
