sample_id,z,y
3351231,1,0.702340886339931
428997,1,0.8499533792055648
2948648,0,0.6276366436778561
1945828,1,0.44456341073737715
3122093,1,0.7375994639612589
3695697,0,1.0127088927876202
2933717,0,0.46457785502646093
3155769,1,0.5260454092986195
3172646,1,0.6836294660853405
1589661,0,0.4635960092331691
3661873,0,0.7607647435901592
1118913,0,0.5510204392987677
967210,0,0.5791756091189171
375100,1,0.9034301816736477
1118291,1,0.9193651174799173
453031,0,0.4852524441524326
3315912,1,0.4539560974545912
3337411,1,0.45014048595904715
641942,0,0.5915313370303892
2879289,1,0.7354710914210852
1552921,0,0.5315238679457417
1604694,1,0.5735442960025721
2014523,1,0.23874975990465835
3223298,0,0.7992352768875275
2608373,0,0.5599269430473471
3838524,1,0.6819360104659351
1486556,0,0.5924773218189248
1211369,1,0.7428229277544652
708729,0,0.784310462806096
3033706,0,1.0899181681008636
598510,1,0.7605247633427613
1851238,0,0.6831621405240865
3513599,1,0.7975418487915104
2443809,0,0.5843996345973957
1610170,1,0.5867973149153888
3871776,0,0.5613670706029609
2019688,1,0.8838369481757989
1138936,1,0.44962303966334083
1417792,0,1.0266033627276276
2691306,1,0.730645341476609
1547894,0,1.1823202841542013
3347523,0,0.3636671054768374
1407251,0,0.6111971689261825
1997007,0,0.7466376804963304
2655293,0,0.5486305705765347
3185480,1,0.7022951940269628
2504105,1,0.5175547326892126
2730006,1,0.8575983432107804
3451203,1,0.8179972818680659
945290,1,0.5381428813558295
735603,0,0.49065894945264243
3894767,1,0.43301941478367145
275332,1,0.6108361580602066
1907460,0,0.41529475986203473
849233,1,0.3172091300933609
548344,1,0.5860306911978315
1235102,0,0.7267809586048001
1979363,1,0.7868572072393264
1043253,0,1.162732324470173
552811,0,0.4218146075318633
1439656,0,0.6420603770050387
1936463,1,0.7347529749932358
506068,0,0.7110312288503009
747376,0,0.8386794908223874
193451,0,0.9440948137948515
682008,0,0.6825018009459222
1594252,1,0.9980237761180001
3442793,1,0.0628482199813527
1316220,0,0.902711462700523
951733,0,0.7300959990332367
2057008,1,0.9059076654172508
1479648,0,0.8585245743817175
1649612,0,0.5538640924119808
2471053,1,0.43471710618982207
2128157,1,0.8066556763750944
2010024,0,0.6175841090621783
963826,0,0.612529830490382
3430446,1,0.7747447770961224
658513,0,0.6605002026871598
2275416,1,0.47767377406416645
390768,1,0.44317288348432005
1088226,0,0.6968600844648681
444577,1,0.8606966301971546
933067,1,0.7581103414081073
1972135,0,0.22150871361724223
1613470,1,0.7278391177226993
683367,0,0.6225053938958388
862332,1,0.7896017379983983
1720545,1,0.3096876012723526
3936959,0,0.4605945239874825
609231,1,0.6067434794253657
702564,0,0.8933725756488682
2542461,1,0.5660395255980861
734632,0,0.6209212522056453
3797824,1,0.5224880309267308
2629806,1,0.5554590071589777
1046870,0,1.0481552822894034
1463942,0,0.6615287986631078
1769064,0,0.43725015412801094
3658888,1,0.6588937927836407
1465211,0,0.7855668153368631
3486999,0,0.6297145425443261
2548336,0,1.000537463549682
2249126,0,0.8341894418873634
1365578,1,0.7117515088017968
269713,1,0.7225897357954539
3194497,0,0.8317961258849487
3345576,0,0.49385484083618875
2164757,1,0.5646655419928752
2202854,1,0.23477931841890276
2468733,0,0.8849470147422593
3427517,1,0.6923269420530567
3390795,1,0.6727005498642107
3002819,1,0.781408043770562
3536362,0,0.8491773584945765
3756642,0,0.7293132431512238
1663261,1,0.44519987485937274
3323550,0,0.2144628003363821
2768119,1,0.9112084678601685
1350433,0,0.7336974098548829
2694264,0,0.8045400571194409
1583613,1,0.8973105509565381
582992,0,0.7139780031945091
1767746,1,0.7246036552746169
2228193,0,0.7925654315203743
2449172,0,0.40895775111266136
1917232,1,0.5389029288735651
2858198,1,0.47622469280457314
807453,0,0.5033647623308746
250288,0,0.7594213679300014
1715100,1,0.5095702016643396
3762912,0,0.811548205893227
1134419,0,0.6461957617619255
1480445,1,0.5570528018266234
1766984,1,0.8670062932752999
2929598,0,0.49486478375295107
3799072,1,0.5061040920962205
2537953,1,0.8566081298401579
1396502,1,0.7723389472179937
3374159,1,0.7756024752054637
1438338,1,0.5267703048131982
3757249,1,0.9229956487772965
1683084,1,0.5139151534281372
1649130,0,0.4697639186092878
2909416,0,0.8543438601258341
3670522,1,0.9098062720193432
1018239,0,0.7299192943054434
3097573,1,0.22328290687128893
1968035,1,0.6377017846355632
2918449,1,0.6836642260140173
3834505,1,0.45231327338421984
3702883,1,0.7417526669348877
3108972,1,0.6556422214606754
2009187,1,0.42068262279964286
2995577,1,0.6596820283550908
1016233,0,0.9317226999780067
1710107,1,0.5770905817729142
1812091,0,0.7910315378504726
223653,1,0.5205323800993604
3453567,0,0.43531239375193675
1711575,1,0.5597840347392107
1962561,1,0.753653233970815
535108,0,0.6180828713246472
1661357,1,0.30258084543527
1439564,1,0.6294860928673846
2211957,0,0.7225691815002973
1131666,1,0.36624793552756385
3223306,1,0.8591491475430627
264979,1,0.7117663806874321
3880187,1,0.7928245733453605
1683803,1,0.6894942263465536
1584136,0,0.5681042976917934
665682,0,0.6694681907935389
2555683,1,0.5462091647487393
3281226,0,0.8722493992327783
3071769,0,0.40792745662074825
607931,0,1.0253407567914188
1629704,1,0.7532253083066798
1900980,1,0.5779656646675181
2759557,1,0.5022099838912333
2262105,0,0.8948067845369803
2783765,0,0.6645915707347835
3473614,1,0.6482668879976015
926632,0,0.5361260772904862
1400821,0,0.693869089281902
3102047,0,0.8961555233647067
940470,1,0.6837238729259414
3877559,1,0.9306657825695388
1304226,1,0.4636992495753627
3262217,0,0.5190518077714636
3768091,1,0.49496242211919905
729257,0,0.7408788630371264
2993972,0,0.9283312150098435
401639,0,0.7273852911626824
2513067,1,0.7000822488225792
563743,1,0.4325629576181506
3743903,0,0.5222776585074834
2999123,1,0.8622463685533874
2717219,1,0.7702427410699264
1896875,0,0.41140966599990014
337292,0,0.9003891777435336
3077415,0,0.8194562297681023
3091323,1,0.45822479614686673
1449548,1,0.8114051628561209
2200713,1,0.4697855820876037
1008482,1,0.8020341433306845
1670590,1,0.7597850582418569
754088,1,0.8221039108396744
425348,0,0.7775804023008557
1193912,0,0.5671581292270776
2668549,1,0.5460897889977866
2241964,0,0.7391820604102234
1774413,1,0.47521169266636104
636684,0,0.7619920215226182
3728971,1,0.6711571510260919
2969831,0,0.5523890079411937
600077,1,0.6309932966142786
1597077,0,0.7305450545125837
298905,1,0.5007288418169173
1747516,1,0.5862739602321989
2982226,1,0.8503741103158662
2577242,0,0.5175895008636169
2977532,1,0.7364968147586175
955066,0,0.666513862534331
982616,0,0.48602946202332264
1219519,0,0.3928360562393113
2127938,1,0.5184304337503758
3075381,1,0.773906035186061
2555796,1,0.6143825321874342
2938204,1,0.6315746753066217
1917995,0,0.6107768268585725
304329,1,0.7535984613338043
2549605,0,0.5764727844903266
1632767,1,0.5884820149674181
735279,0,0.6892324218333599
2803645,1,0.6234206539471158
382895,1,0.5271861733090014
297018,0,0.8505112646923219
696648,0,0.5757687015914656
2879306,1,0.6633805244573262
2639731,1,0.7853422508714804
2194643,1,0.6837796470901839
960752,1,0.14751641800086446
746966,1,0.6496886799975656
3044494,0,0.7412441722962537
1777433,1,0.8550207555148404
3402558,0,0.8516380328968329
1563582,1,0.7661509109927632
1232273,0,0.9779599252642313
2919467,0,0.35128143618940566
1740118,0,0.9948632042620162
713839,0,0.7072500314985594
1518245,0,0.7803165105831431
372816,1,0.4778092152705299
3064776,1,0.4933661419431917
1026147,1,0.5855692060244957
